Table,Sponsoring Institution,Sponsoring Institution Cleaned,SNHAF,City,City Cleaned,Specialty,Specialty Cleaned,Program Code,2025 Quota,2025 Matched,2024 Quota,2024 Matched,2023 Quota,2023 Matched,2022 Quota,2022 Matched,2021 Quota,2021 Matched,2020 Quota,2020 Matched
Main,Nicklaus Childrens Hospital-Miami-FL,Nicklaus Childrens Hospital-Miami,SNHAF,Miami,Miami,Child Neurology,Child Neurology,1110185R0,1,1,0,0,0,0,0,0,0,0,0,0
Main,Nicklaus Childrens Hospital-Miami-FL,Nicklaus Childrens Hospital-Miami,SNHAF,Miami,Miami,Pediatrics,Pediatrics,1110320C0,28,28,27,27,27,25,27,27,27,27,27,27
Main,Nicklaus Childrens Hospital-Miami-FL,Nicklaus Childrens Hospital-Miami,SNHAF,Miami,Miami,Pediatrics/SACM,Pediatrics,1110320C1,0,0,1,1,1,1,1,1,1,1,1,1
Main,Nova Southeastern University KPCOM-FL,Nova Southeastern University KPCOM,NOT,Clearwater,Clearwater,Family Medicine,Family Medicine,2256120C0,6,6,4,4,4,4,0,0,0,0,0,0
Main,Nova Southeastern University KPCOM-FL,Nova Southeastern University KPCOM,NOT,Clearwater,Orlando,Psychiatry/Orlando,Psychiatry,2256400C0,6,6,6,6,6,4,6,6,6,6,6,0
Main,Nova Southeastern University KPCOM-FL,Nova Southeastern University KPCOM,NOT,Clearwater,Bay Pines,Psychiatry/Bay Pines,Psychiatry,2256400C1,3,3,3,3,3,3,3,1,0,0,0,0
Main,Orlando Health-FL,Orlando Health,SNHAF,Orlando,Orlando,Emergency Medicine,Emergency Medicine,1107110C0,18,18,18,18,18,18,18,18,18,18,18,18
Main,Orlando Health-FL,Orlando Health,SNHAF,Orlando,Orlando,Internal Medicine,Internal Medicine,1107140C0,13,13,13,13,13,13,13,13,13,13,13,13
Main,Orlando Health-FL,Orlando Health,SNHAF,Orlando,Orlando,Medicine-Preliminary,Medicine-Preliminary,1107140P0,2,2,2,0,2,1,2,2,2,2,2,2
Main,Orlando Health-FL,Orlando Health,SNHAF,Orlando,Orlando,Neurology,Neurology,1107180C0,2,2,2,2,2,2,2,2,0,0,0,0
Main,Orlando Health-FL,Orlando Health,SNHAF,Orlando,Orlando,Obstetrics-Gynecology,Obstetrics-Gynecology,1107220C0,8,8,8,8,8,8,7,7,7,7,7,7
Main,Orlando Health-FL,Orlando Health,SNHAF,Orlando,Orlando,Orthopaedic Surgery,Orthopaedic Surgery,1107260C0,5,5,5,5,5,5,5,5,5,5,5,5
Main,Orlando Health-FL,Orlando Health,SNHAF,Orlando,Orlando,Pathology,Pathology,1107300C0,0,0,2,1,3,3,2,2,3,2,3,3
Main,Orlando Health-FL,Orlando Health,SNHAF,Orlando,Orlando,Pediatrics,Pediatrics,1107320C0,16,16,16,16,14,14,0,0,0,0,0,0
Main,Orlando Health-FL,Orlando Health,SNHAF,Orlando,Orlando,General Surgery,General Surgery,1107440C0,6,6,6,6,6,6,6,6,6,6,6,6
Main,Orlando Health-FL,Orlando Health,SNHAF,Orlando,Orlando,Surgery-Preliminary,Surgery-Preliminary,1107440P0,6,1,6,0,6,2,6,5,6,4,6,2
Main,Palmetto General Hosp-FL,Palmetto General Hosp,NOT,Hialeah,Hialeah,Family Medicine,Family Medicine,2121120C0,3,2,0,0,0,0,4,4,3,3,4,4
Main,Palmetto General Hosp-FL,Palmetto General Hosp,NOT,Hialeah,Hialeah,Internal Medicine,Internal Medicine,2121140C0,28,28,20,18,20,20,19,13,19,10,20,7
Main,Palmetto General Hosp-FL,Palmetto General Hosp,NOT,Hialeah,Hialeah,Neurology,Neurology,2121180C0,2,2,1,1,1,1,1,1,1,1,1,0
Main,Palm Beach Consortium for GME-FL,HCA Palm Beach Consortium for GME,NOT,Ft. Lauderdale,Ft. Lauderdale,Emergency Medicine,Emergency Medicine,2042110C0,0,0,0,0,0,0,0,0,6,6,6,6
Main,Palm Beach Consortium for GME-FL,HCA Palm Beach Consortium for GME,NOT,Ft. Lauderdale,Ft. Lauderdale,Family Medicine,Family Medicine,2042120C0,0,0,0,0,0,0,0,0,6,4,6,1
Main,Palm Beach Consortium for GME-FL,HCA Palm Beach Consortium for GME,NOT,Ft. Lauderdale,Ft. Lauderdale,Pediatrics,Pediatrics,2042320C0,0,0,0,0,0,0,0,0,6,0,6,2
Main,Palm Beach Consortium for GME-FL,HCA Palm Beach Consortium for GME,NOT,Ft. Lauderdale,Ft. Lauderdale,Psychiatry,Psychiatry,2042400C0,0,0,0,0,0,0,0,0,9,9,9,9
Main,Southern Winds Hospital-FL,Southern Winds Hospital,NOT,Hialeah,Hialeah,Psychiatry,Psychiatry,2393400C0,10,10,10,10,0,0,0,0,0,0,0,0
Main,St Vincents Med Ctr-FL,Ascension St Vincents Med Ctr,SNHAF,Jacksonville,Jacksonville,Family Medicine,Family Medicine,3125120C0,12,12,12,12,10,10,10,10,10,10,10,10
Main,Tallahassee Mem Healthcare-FL,Tallahassee Mem Healthcare,NOT,Tallahassee,Tallahassee,Family Medicine,Family Medicine,2926120C0,11,8,11,11,11,11,11,9,12,12,11,11
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Ocala,Anesthesiology/Ocala,Anesthesiology,1587040A0,9,9,9,9,9,9,9,9,9,9,9,9
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Orlando,Dermatology,Dermatology,1587080A0,2,2,2,2,2,2,2,2,0,0,0,0
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Orlando,Dermatology,Dermatology,1587080R0,0,0,0,0,0,0,2,2,0,0,0,0
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Orlando,Emergency Med/Orlando,Emergency Medicine,1587110C0,9,9,7,7,7,7,7,7,7,7,7,7
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Gainesville,Emergency Med/Gainesville,Emergency Medicine,1587110C1,8,7,8,8,8,8,8,8,8,8,8,8
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Ocala,Emergency Med/Ocala,Emergency Medicine,1587110C2,7,4,7,6,7,3,7,6,7,7,7,7
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Gainesville,Family Medicine/Gainesville,Family Medicine,1587120C0,8,8,8,7,8,8,8,8,8,8,8,8
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Ocala,Family Medicine/Ocala,Family Medicine,1587120C1,6,5,6,3,6,3,6,3,6,6,6,3
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Orlando,Internal Med/Orlando,Internal Medicine,1587140C0,25,25,25,25,25,25,25,25,25,25,25,25
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Ocala,Internal Medicine/Ocala,Internal Medicine,1587140C1,15,15,15,15,15,15,15,8,15,8,15,15
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Gainesville,Internal Med/Gainesville,Internal Medicine,1587140C2,20,20,20,20,20,20,20,15,20,20,20,11
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Pensacola,Internal Med/Pensacola,Internal Medicine,1587140C3,10,10,10,10,10,10,0,0,0,0,0,0
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Orlando,Internal Med/Lake Monroe,Internal Medicine,1587140C4,12,12,12,12,0,0,0,0,0,0,0,0
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Fort Walton Beach,Internal Med/Ft Walton Bch,Internal Medicine,1587140C5,12,8,12,0,0,0,0,0,0,0,0,0
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Kissimmee,Neurology/Kissimmee,Neurology,1587180C0,4,4,4,4,4,3,4,4,4,4,4,2
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Kissimmee,Ob-Gyn/Kissimmee,Obstetrics-Gynecology,1587220C0,3,3,3,3,3,3,3,3,3,3,3,3
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Gainesville,Ob-Gyn/Gainesville,Obstetrics-Gynecology,1587220C1,4,4,4,4,4,4,4,4,4,4,4,4
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Pensacola,Ob-Gyn/Pensacola,Obstetrics-Gynecology,1587220C2,3,3,3,3,3,2,3,3,3,3,0,0
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Ocala,Orthopaedic Surgery/Ocala,Orthopaedic Surgery,1587260C0,3,3,3,3,3,3,3,3,3,3,3,3
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Pensacola,Phys Med & Rehab/Pensacola,Physical Medicine & Rehabilitation,1587340A0,6,6,4,4,4,4,4,4,4,4,4,0
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Gainesville,Psychiatry/Gainesville,Psychiatry,1587400C0,8,8,8,8,8,8,8,8,8,8,8,8
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Kissimmee,Psychiatry/Kissimmee,Psychiatry,1587400C1,6,6,6,6,6,6,6,6,6,6,6,6
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Tallahassee,Psychiatry/Tallahassee,Psychiatry,1587400C2,6,6,6,6,6,6,6,4,0,0,0,0
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Pensacola,Psychiatry/Pensacola,Psychiatry,1587400C3,8,8,0,0,0,0,0,0,0,0,0,0
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Ocala,General Surgery/Ocala,General Surgery,1587440C0,5,5,4,4,4,4,4,4,4,4,4,3
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Kissimmee,General Surgery/Kissimmee,General Surgery,1587440C1,3,3,3,3,3,3,3,3,3,3,3,3
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Pensacola,General Surgery/Pensacola,General Surgery,1587440C2,3,3,3,3,3,3,0,0,0,0,0,0
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Ocala,Surgery-Preliminary/Ocala,Surgery-Preliminary,1587440P0,4,0,4,0,4,0,4,0,4,0,4,0
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Orlando,Transitional/Orlando,Transitional,1587999P0,14,14,14,10,14,11,14,14,14,14,14,4
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Ocala,Transitional/Ocala,Transitional,1587999P1,13,11,13,13,13,13,13,11,13,13,13,8
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Gainesville,Transitional/Gainesville,Transitional,1587999P2,12,12,12,11,12,11,12,12,12,12,13,9
Main,U Central FL/HCA Healthcare GME,U Central FL/HCA Healthcare GME,NOT,Orlando,Pensacola,Transitional/Pensacola,Transitional,1587999P3,12,9,0,0,0,0,0,0,0,0,0,0
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Anesthesiology,Anesthesiology,1101040C0,4,4,4,4,4,4,4,4,4,4,4,4
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Anesthesiology/Military,Anesthesiology,1101040C1,0,0,0,0,1,1,0,0,0,0,0,0
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Emergency Medicine,Emergency Medicine,1101110C0,15,15,15,15,15,15,15,15,15,15,15,15
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Emergency Medicine/Military,Emergency Medicine,1101110C1,0,0,0,0,0,0,1,1,0,0,0,0
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Internal Medicine,Internal Medicine,1101140C0,16,16,16,16,16,16,14,14,14,14,14,14
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Medicine-Preliminary,Medicine-Preliminary,1101140P0,2,2,2,2,2,2,6,2,2,2,2,1
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Med-Prelim/Neurology,Medicine-Preliminary,1101140P1,3,3,4,4,4,4,4,4,4,4,4,4
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Med-Prelim/Radiology,Medicine-Preliminary,1101140P2,0,0,0,0,2,0,1,1,0,0,0,0
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Neurology,Neurology,1101180A0,3,3,4,4,4,4,4,4,4,4,4,4
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Neurology,Neurology,1101180R0,1,1,0,0,0,0,0,0,0,0,0,0
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Obstetrics-Gynecology,Obstetrics-Gynecology,1101220C0,6,6,6,6,6,6,6,6,6,6,6,6
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Orthopaedic Surgery,Orthopaedic Surgery,1101260C0,4,4,4,4,4,4,4,4,4,4,4,4
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Pathology,Pathology,1101300C0,2,2,2,2,2,2,2,2,2,2,2,2
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Pediatrics,Pediatrics,1101320C0,14,14,14,11,14,14,14,11,14,14,13,13
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Peds-Prelim/Child Neurology,Child Neurology,1101320P0,2,1,2,2,2,2,2,2,2,2,2,2
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Psychiatry,Psychiatry,1101400C0,4,4,3,3,3,3,3,3,2,2,2,2
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Psychiatry/CAP,Psychiatry,1101400C1,3,3,2,2,2,2,2,2,2,2,2,2
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Interventional Radiology (Integ),Interventional Radiology,1101416A0,1,1,1,1,1,1,1,1,1,1,1,1
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Radiology-Diagnostic,Radiology-Diagnostic,1101420A0,6,6,5,5,6,6,5,5,5,5,4,4
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Radiology-Diagnostic,Radiology-Diagnostic,1101420R0,0,0,1,1,1,1,0,0,1,1,0,0
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,General Surgery,General Surgery,1101440C0,5,5,5,5,5,5,5,5,4,4,4,4
Main,U Florida COM-Jacksonville,U Florida COM-Jacksonville,SNHAF,Jacksonville,Jacksonville,Surgery-Preliminary,Surgery-Preliminary,1101440P0,5,5,6,3,6,0,6,0,6,1,6,2
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Anesthesiology,Anesthesiology,1824040A0,1,1,1,1,1,1,1,1,0,0,0,0
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Anesthesiology,Anesthesiology,1824040C0,20,20,20,20,20,20,20,20,20,20,19,19
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Anesthesiology,Anesthesiology,1824040R1,5,5,3,3,4,4,6,6,5,5,5,4
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Dermatology,Dermatology,1824080A0,4,4,4,4,4,4,4,4,4,4,4,4
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Emergency Medicine,Emergency Medicine,1824110C0,14,14,14,14,14,14,14,14,14,14,14,14
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Family Medicine,Family Medicine,1824120C0,9,9,9,9,9,9,9,6,9,9,9,9
Main,U Florida COM-Shands Hosp,UF Shands - Asc Sacred Heart Emerald Coast,SNHAF,Gainesville,Miramar Beach,Family Med/Emerald Coast,Family Medicine,1824120C1,6,6,6,5,0,0,0,0,0,0,0,0
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Internal Med/Gainesville,Internal Medicine,1824140C0,33,33,33,33,32,32,33,33,32,32,32,32
Main,U Florida COM-Shands Hosp,UF Shands - Asc Sacred Heart,SNHAF,Gainesville,Pensacola,Internal Med/Pensacola,Internal Medicine,1824140C1,5,5,4,4,4,4,4,4,4,4,4,4
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Medicine-Preliminary,Medicine-Preliminary,1824140P0,14,14,12,12,14,14,14,14,14,12,17,16
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Neurological Surgery,Neurological Surgery,1824160C0,3,3,2,2,2,2,2,2,3,3,2,2
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Neurology,Neurology,1824180C0,8,8,8,8,8,8,8,8,8,8,8,8
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Child Neurology,Child Neurology,1824185C0,2,2,2,2,2,2,1,0,1,1,1,1
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Child Neurology,Child Neurology,1824185R0,0,0,1,0,1,1,0,0,0,0,0,0
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Ob-Gyn/Gainesville,Obstetrics-Gynecology,1824220C0,6,6,5,5,5,5,5,5,4,4,4,4
Main,U Florida COM-Shands Hosp,UF Shands - Asc Sacred Heart,SNHAF,Gainesville,Pensacola,Ob-Gyn/Pensacola,Obstetrics-Gynecology,1824220C1,6,6,6,6,5,5,4,4,4,4,4,4
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Orthopaedic Surgery,Orthopaedic Surgery,1824260C0,4,4,4,4,4,4,4,4,4,4,4,4
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Otolaryngology,Otolaryngology,1824280C0,3,3,3,3,3,3,3,3,3,3,3,3
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Pathology,Pathology,1824300C0,4,4,4,4,5,5,4,4,4,4,4,4
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Pediatrics/Gainesville,Pediatrics,1824320C0,18,18,18,18,17,17,17,17,16,16,17,17
Main,U Florida COM-Shands Hosp,UF Shands - OH Arnold Palmer,SNHAF,Gainesville,Orlando,Peds/Arnold Palmer-Orlando,Pediatrics,1824320C1,0,0,0,0,0,0,14,14,14,14,14,14
Main,U Florida COM-Shands Hosp,UF Shands - Asc Sacred Heart,SNHAF,Gainesville,Pensacola,Pediatrics/Pensacola,Pediatrics,1824320C3,9,9,9,8,9,9,9,9,9,9,9,8
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Phys Medicine & Rehab,Physical Medicine & Rehabilitation,1824340A0,4,4,4,4,4,4,4,4,4,4,0,0
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Phys Medicine & Rehab,Physical Medicine & Rehabilitation,1824340R0,0,0,0,0,0,0,0,0,4,4,0,0
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Plastic Surgery (Integrated),Plastic Surgery,1824362C0,1,1,1,1,1,1,1,1,1,1,1,1
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Psychiatry,Psychiatry,1824400C0,14,14,12,12,12,12,11,11,9,9,14,14
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Radiology-Diagnostic,Radiology-Diagnostic,1824420A0,10,10,12,12,12,12,11,11,10,10,13,13
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Radiation Oncology,Radiation Oncology,1824430A0,2,2,3,3,2,1,2,2,2,1,2,2
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,General Surgery,General Surgery,1824440C0,6,6,6,6,6,6,6,6,6,6,6,6
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Surgery-Preliminary,Surgery-Preliminary,1824440P0,8,4,8,7,8,6,8,3,8,8,8,8
Main,U Florida COM-Shands Hosp,U Florida COM-Shands Hosp,SNHAF,Gainesville,Gainesville,Thoracic Surgery,Thoracic Surgery,1824461C0,1,1,0,0,1,1,1,1,1,1,0,0
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Anesthesiology,Anesthesiology,1109040C0,12,12,8,8,0,0,0,0,0,0,0,0
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Dermatology,Dermatology,1109080A0,4,4,4,4,4,4,4,4,4,4,4,4
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Emergency Medicine,Emergency Medicine,1109110C0,10,10,10,10,10,10,10,10,10,10,10,10
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Family Medicine/MPM,Family Medicine,1109120C0,8,8,8,8,8,8,8,8,8,8,8,6
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Family Medicine/TGH,Family Medicine,1109120C1,8,8,0,0,0,0,0,0,0,0,0,0
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Internal Medicine,Internal Medicine,1109140C0,35,35,34,34,33,33,33,33,33,33,33,33
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Medicine-Preliminary,Medicine-Preliminary,1109140P0,4,4,6,6,8,5,6,0,3,2,9,4
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Med-Prelim/Dermatology,Medicine-Preliminary,1109140P1,2,2,2,2,3,0,1,1,2,2,1,1
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Med-Prelim/Radiology,Medicine-Preliminary,1109140P2,2,2,3,3,1,1,4,4,3,3,4,4
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Med-Prelim/Radiation Onc,Medicine-Preliminary,1109140P3,2,2,1,1,0,0,2,2,2,2,0,0
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Med-Prelim/Ophthalmology,Medicine-Preliminary,1109140P4,0,0,0,0,4,4,4,4,4,4,0,0
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Neurological Surgery,Neurological Surgery,1109160C0,3,3,2,2,2,2,2,2,2,2,2,2
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Neurology,Neurology,1109180C0,8,8,8,8,8,8,8,8,8,8,8,8
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Obstetrics-Gynecology,Obstetrics-Gynecology,1109220C0,7,7,6,6,6,6,6,6,6,6,6,6
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Orthopaedic Surgery,Orthopaedic Surgery,1109260C0,4,4,4,4,4,4,4,4,4,4,4,4
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Otolaryngology,Otolaryngology,1109280C0,3,3,3,3,3,3,3,3,3,3,3,3
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Pathology,Pathology,1109300C0,3,3,3,3,3,3,3,3,3,3,4,4
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Pediatrics,Pediatrics,1109320C0,12,12,12,12,12,12,12,12,12,12,12,12
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Phys Medicine & Rehab,Physical Medicine & Rehabilitation,1109340C2,4,4,3,3,3,3,3,3,3,2,3,3
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Plastic Surgery (Integrated),Plastic Surgery,1109362C0,4,4,4,4,4,4,4,4,4,4,4,4
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Psychiatry,Psychiatry,1109400C0,10,10,10,10,10,10,10,10,10,10,10,10
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Interventional Radiology (Integ),Interventional Radiology,1109416A0,2,2,2,2,2,2,2,2,2,2,2,2
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Radiology-Diagnostic,Radiology-Diagnostic,1109420A0,6,6,6,6,6,6,6,6,6,6,6,6
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Radiology-Diagnostic,Radiology-Diagnostic,1109420R0,0,0,0,0,0,0,1,1,0,0,0,0
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Radiation Oncology,Radiation Oncology,1109430A0,3,3,2,2,3,2,2,2,3,3,2,2
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,General Surgery,General Surgery,1109440C0,7,7,7,7,7,7,6,6,6,6,6,6
Main,U South Florida Morsani COM-Tampa,U South Florida Morsani COM-Tampa General,SNHAF,Tampa,Tampa,Surgery-Preliminary,Surgery-Preliminary,1109440P0,4,4,4,3,4,3,4,3,4,4,4,4
